Drone,Time,North,East,Altitude,Vx,Vy
5, 3.48, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.49, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.49, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.49, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.49, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.49, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.50, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.50, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.50, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.50, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.50, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.51, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.51, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.51, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.51, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.51, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.52, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.52, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.52, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.52, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.52, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.53, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.53, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.53, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.53, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.53, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.54, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.54, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.54, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.54, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.54, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.55, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.55, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.55, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.55, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.55, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.56, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.56, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.56, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.56, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.56, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.57, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.57, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.57, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.57, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.57, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.58, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.58, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.58, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.58, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.58, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.59, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.59, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.59, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.59, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.59, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.60, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.60, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.60, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.60, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.60, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.61, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.61, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.61, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.61, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.61, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.62, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.62, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.62, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.62, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.62, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.63, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.63, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.63, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.63, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.63, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.64, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.64, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.64, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.64, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.64, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.65, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.65, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.65, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.65, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.65, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.66, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.66, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.66, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.66, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.66, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.67, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.67, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.67, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.67, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.67, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.68, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.68, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.68, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.68, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.68, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.69, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.69, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.69, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.69, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.69, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.70, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.70, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.70, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.70, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.70, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.71, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.71, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.71, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.71, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.71, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.72, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.72, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.72, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.72, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.72, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.73, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.73, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.73, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.73, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.73, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.74, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.74, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.74, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.74, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.74, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.75, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.75, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.75, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.75, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.75, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.76, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.76, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.76, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.76, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.76, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.77, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.77, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.77, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.77, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.77, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.78, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.78, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.78, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.78, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.78, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.79, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.79, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.79, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.79, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.79, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.80, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.80, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.80, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.80, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.80, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.81, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.81, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.81, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.81, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.81, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.82, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.82, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.82, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.82, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.82, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.83, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.83, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.83, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.83, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.83, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.84, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.84, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.84, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.84, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.84, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.85, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.85, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.85, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.85, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.85, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.86, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.86, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.86, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.86, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.86, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.87, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.87, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.87, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.87, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.87, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.88, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.88, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.88, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.88, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.88, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.89, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.89, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.89, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.89, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.89, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.90, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.90, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.90, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.90, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.90, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.91, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.91, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.91, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.91, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.91, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.92, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.92, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.92, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.92, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.92, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.93, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.93, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.93, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.93, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.93, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.94, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.94, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.94, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.94, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.94, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.95, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.95, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.95, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.95, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.95, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.96, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.96, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.96, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.96, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.96, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.97, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.97, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.97, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.97, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.97, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.98, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.98, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.98, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.98, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.98, 116.36, 249.57, -0.00, 2.52, -1.15
1, 3.99, 7.00, 10.71, -0.00, 0.85, 1.84
2, 3.99, 9.49, 65.08, -0.00, 1.70, 2.03
3, 3.99, 13.61, 191.32, -0.00, 2.80, -1.58
4, 3.99, 203.96, 18.37, -0.00, 0.70, 2.96
5, 3.99, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.00, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.00, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.00, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.00, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.00, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.01, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.01, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.01, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.01, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.01, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.02, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.02, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.02, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.02, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.02, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.03, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.03, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.03, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.03, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.03, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.04, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.04, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.04, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.04, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.04, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.05, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.05, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.05, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.05, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.05, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.06, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.06, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.06, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.06, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.06, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.07, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.07, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.07, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.07, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.07, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.08, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.08, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.08, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.08, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.08, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.09, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.09, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.09, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.09, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.09, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.10, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.10, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.10, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.10, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.10, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.11, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.11, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.11, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.11, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.11, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.12, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.12, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.12, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.12, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.12, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.13, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.13, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.13, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.13, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.13, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.14, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.14, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.14, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.14, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.14, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.15, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.15, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.15, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.15, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.15, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.16, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.16, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.16, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.16, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.16, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.17, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.17, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.17, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.17, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.17, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.18, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.18, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.18, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.18, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.18, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.19, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.19, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.19, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.19, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.19, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.20, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.20, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.20, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.20, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.20, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.21, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.21, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.21, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.21, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.21, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.22, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.22, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.22, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.22, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.22, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.23, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.23, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.23, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.23, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.23, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.24, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.24, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.24, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.24, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.24, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.25, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.25, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.25, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.25, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.25, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.26, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.26, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.26, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.26, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.26, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.27, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.27, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.27, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.27, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.27, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.28, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.28, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.28, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.28, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.28, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.29, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.29, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.29, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.29, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.29, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.30, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.30, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.30, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.30, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.30, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.31, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.31, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.31, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.31, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.31, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.32, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.32, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.32, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.32, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.32, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.33, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.33, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.33, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.33, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.33, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.34, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.34, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.34, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.34, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.34, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.35, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.35, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.35, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.35, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.35, 116.36, 249.57, -0.00, 2.52, -1.15
